,Date & Time,User IP,Method,Url,Query String,Agent IP,Browser Type,OS,Url_Category,Agent_IP_Category,Login Type,HTTP Status,Test1,Win 32 Status,Sub Status
276297,2015-03-01 05:34:31,118.244.228.205,GET,/wap/read.asp,chapterId=124525&comicId=12337,171.106.197.133,Mozilla,0,31,758,1,200,0,0,239
276300,2015-03-01 05:34:31,118.244.228.205,GET,/wap/info.asp,id=12428,124.112.250.54,Mozilla,0,20,551,1,200,0,0,295
276319,2015-03-01 05:34:32,118.244.228.205,GET,/wap/init.asp,comicId=12337&chapterId=124525&_=1425188114692,171.106.197.133,Mozilla,0,21,758,1,200,0,0,196
276322,2015-03-01 05:34:32,118.244.228.205,GET,/wap/lastread.asp,comicId=12337&chapterId=124525&_=1425188114693,171.106.197.133,Mozilla,0,23,758,1,200,0,0,252
276324,2015-03-01 05:34:32,118.244.228.205,GET,/wap/load.asp,comicId=12337&chapterId=124525&imageId=0&_=1425188114694,171.106.197.133,Mozilla,0,26,758,1,200,0,0,107
276505,2015-03-01 05:34:44,118.244.228.205,GET,/wap/read.asp,chapterId=132689&comicId=12428,124.112.250.54,Mozilla,0,31,551,1,200,0,0,207
276523,2015-03-01 05:34:47,118.244.228.205,GET,/wap/lastread.asp,comicId=12428&chapterId=132689&_=1425188130624,124.112.250.54,Mozilla,0,23,551,1,200,0,0,160
276524,2015-03-01 05:34:47,118.244.228.205,GET,/wap/init.asp,comicId=12428&chapterId=132689&_=1425188130623,124.112.250.54,Mozilla,0,21,551,1,200,0,0,174
276526,2015-03-01 05:34:47,118.244.228.205,GET,/wap/load.asp,comicId=12428&chapterId=132689&imageId=0&_=1425188130625,124.112.250.54,Mozilla,0,26,551,1,200,0,0,165
276557,2015-03-01 05:34:50,118.244.228.205,GET,/wap/next.asp,comicId=12332&chapterId=124643&_=1425187938624,14.154.170.67,Mozilla,0,29,723,1,200,0,0,117
276660,2015-03-01 05:34:57,118.244.228.205,GET,/wap/list.asp,-,106.92.119.114,Mozilla,0,24,108,1,200,0,0,113
276673,2015-03-01 05:34:58,118.244.228.205,GET,/wap/list_ajax.asp,page=1,106.92.119.114,Mozilla,0,25,108,1,200,0,0,135
276947,2015-03-01 05:35:20,118.244.228.205,GET,/wap/list.asp,-,113.93.35.193,Mozilla,0,24,268,1,200,0,0,230
276957,2015-03-01 05:35:20,118.244.228.205,GET,/wap/list_ajax.asp,page=1,113.93.35.193,Mozilla,0,25,268,1,200,0,0,344
277021,2015-03-01 05:35:27,118.244.228.205,GET,/wap/list_ajax.asp,page=7,58.215.136.15,Mozilla,0,25,1105,1,200,0,0,181
277062,2015-03-01 05:35:30,118.244.228.205,GET,/wap/info.asp,id=12439,115.164.94.159,Mozilla,0,20,306,1,200,0,0,1022
277109,2015-03-01 05:35:33,118.244.228.205,GET,/wap/login.asp,-,58.215.136.30,Mozilla,0,27,1144,1,200,0,0,69
277179,2015-03-01 05:35:39,118.244.228.205,GET,/wap/index.asp,-,113.93.35.193,Mozilla,0,19,268,1,200,0,0,192
277199,2015-03-01 05:35:40,118.244.228.205,GET,/wap/next.asp,comicId=12337&chapterId=142549&_=1425187981253,14.152.69.112,Mozilla,0,29,640,1,200,0,0,97
277231,2015-03-01 05:35:41,118.244.228.205,GET,/wap/list.asp,-,58.215.136.11,Mozilla,0,24,1095,1,200,0,0,152
277260,2015-03-01 05:35:44,118.244.228.205,GET,/wap/hot.asp,-,58.215.136.18,Mozilla,0,17,1108,1,200,0,0,145
277299,2015-03-01 05:35:47,118.244.228.205,GET,/wap/info.asp,id=12450,222.94.132.163,Mozilla,0,20,998,1,200,0,0,272
277306,2015-03-01 05:35:47,118.244.228.205,GET,/wap/lastread.asp,comicId=12337&chapterId=142452&_=1425188191213,14.152.69.110,Mozilla,0,23,638,1,200,0,0,101
277318,2015-03-01 05:35:48,118.244.228.205,GET,/wap/hot_ajax.asp,page=1,58.215.136.10,Mozilla,0,18,1094,1,200,0,0,175
277380,2015-03-01 05:35:51,118.244.228.205,GET,/wap/read.asp,chapterId=133050&comicId=12439,115.164.94.159,Mozilla,0,31,306,1,200,0,0,720
277397,2015-03-01 05:35:53,118.244.228.205,GET,/wap/hot.asp,-,113.93.35.193,Mozilla,0,17,268,1,200,0,0,122
277403,2015-03-01 05:35:54,118.244.228.205,GET,/wap/init.asp,comicId=12439&chapterId=133050&_=1425188197283,115.164.94.159,Mozilla,0,21,306,1,200,0,0,304
277405,2015-03-01 05:35:54,118.244.228.205,GET,/wap/info.asp,id=12286,58.215.136.16,Mozilla,0,20,1106,1,200,0,0,240
277406,2015-03-01 05:35:54,118.244.228.205,GET,/wap/lastread.asp,comicId=12439&chapterId=133050&_=1425188197284,115.164.94.159,Mozilla,0,23,306,1,200,0,0,382
277409,2015-03-01 05:35:54,118.244.228.205,GET,/wap/hot_ajax.asp,page=1,113.93.35.193,Mozilla,0,18,268,1,200,0,0,273
277411,2015-03-01 05:35:54,118.244.228.205,GET,/wap/load.asp,comicId=12439&chapterId=133050&imageId=0&_=1425188197285,115.164.94.159,Mozilla,0,26,306,1,200,0,0,344
277435,2015-03-01 05:35:56,118.244.228.205,GET,/wap/info.asp,id=12664,117.140.4.42,Mozilla,1,20,368,1,200,0,0,261
277458,2015-03-01 05:35:57,118.244.228.205,GET,/wap/hot_ajax.asp,page=2,58.215.136.11,Mozilla,0,18,1095,1,200,0,0,186
277482,2015-03-01 05:35:58,118.244.228.205,GET,/wap/read.asp,chapterId=142856&comicId=12450,222.94.132.163,Mozilla,0,31,998,1,200,0,0,289
277502,2015-03-01 05:35:59,118.244.228.205,GET,/wap/read.asp,chapterId=143257&comicId=12664,117.140.4.42,Mozilla,1,31,368,1,200,0,0,229
277508,2015-03-01 05:35:59,118.244.228.205,GET,/wap/init.asp,comicId=12450&chapterId=142856&_=1425188209440,222.94.132.163,Mozilla,0,21,998,1,200,0,0,187
277511,2015-03-01 05:36:00,118.244.228.205,GET,/wap/load.asp,comicId=12450&chapterId=142856&imageId=0&_=1425188209442,222.94.132.163,Mozilla,0,26,998,1,200,0,0,229
277512,2015-03-01 05:36:00,118.244.228.205,GET,/wap/lastread.asp,comicId=12450&chapterId=142856&_=1425188209441,222.94.132.163,Mozilla,0,23,998,1,200,0,0,389
277526,2015-03-01 05:36:00,118.244.228.205,GET,/wap/lastread.asp,comicId=12664&chapterId=143257&_=1425188206666,117.140.4.42,Mozilla,1,23,368,1,200,0,0,142
277528,2015-03-01 05:36:00,118.244.228.205,GET,/wap/init.asp,comicId=12664&chapterId=143257&_=1425188206665,117.140.4.42,Mozilla,1,21,368,1,200,0,0,202
277532,2015-03-01 05:36:01,118.244.228.205,GET,/wap/load.asp,comicId=12664&chapterId=143257&imageId=0&_=1425188206667,117.140.4.42,Mozilla,1,26,368,1,200,0,0,154
277533,2015-03-01 05:36:01,118.244.228.205,GET,/wap/info.asp,id=12441,113.93.35.193,Mozilla,0,20,268,1,200,0,0,159
277570,2015-03-01 05:36:03,118.244.228.205,GET,/wap/hot_ajax.asp,page=3,58.215.136.16,Mozilla,0,18,1106,1,200,0,0,188
277644,2015-03-01 05:36:08,118.244.228.205,GET,/wap/list.asp,-,111.30.132.194,Mozilla,0,24,162,1,200,0,0,59
277645,2015-03-01 05:36:08,118.244.228.205,GET,/wap/info.asp,id=12376,58.215.136.11,Mozilla,0,20,1095,1,200,0,0,203
277669,2015-03-01 05:36:10,118.244.228.205,GET,/wap/info.asp,id=12376&page=11,58.215.136.14,Mozilla,0,20,1101,1,200,0,0,252
277730,2015-03-01 05:36:14,118.244.228.205,GET,/wap/info.asp,id=12418,58.215.136.13,Mozilla,0,20,1099,1,200,0,0,178
277757,2015-03-01 05:36:16,118.244.228.205,GET,/wap/hot.asp,-,106.92.119.114,Mozilla,0,17,108,1,200,0,0,123
277775,2015-03-01 05:36:17,118.244.228.205,GET,/wap/hot_ajax.asp,page=1,106.92.119.114,Mozilla,0,18,108,1,200,0,0,128
277782,2015-03-01 05:36:17,118.244.228.205,GET,/wap/info.asp,id=12332,58.35.69.146,Mozilla,1,20,1179,1,200,0,0,159
277794,2015-03-01 05:36:19,118.244.228.205,GET,/wap/read.asp,chapterId=142338&comicId=12337,14.152.69.118,Mozilla,0,31,646,1,200,0,0,201
277863,2015-03-01 05:36:23,118.244.228.205,GET,/wap/prev.asp,comicId=12450&chapterId=142856&_=1425188209447,222.94.132.163,Mozilla,0,30,998,1,200,0,0,194
277960,2015-03-01 05:36:29,118.244.228.205,GET,/wap/info.asp,id=12658,123.119.8.87,Mozilla,1,20,495,1,200,0,0,147
278048,2015-03-01 05:36:33,118.244.228.205,GET,/wap/read.asp,chapterId=143214&comicId=12658,123.119.8.87,Mozilla,1,31,495,1,200,0,0,182
278074,2015-03-01 05:36:35,118.244.228.205,GET,/wap/init.asp,comicId=12658&chapterId=143214&_=1425188239368,123.119.8.87,Mozilla,1,21,495,1,200,0,0,134
278076,2015-03-01 05:36:35,118.244.228.205,GET,/wap/lastread.asp,comicId=12658&chapterId=143214&_=1425188239369,123.119.8.87,Mozilla,1,23,495,1,200,0,0,140
278085,2015-03-01 05:36:35,118.244.228.205,GET,/wap/load.asp,comicId=12658&chapterId=143214&imageId=0&_=1425188239370,123.119.8.87,Mozilla,1,26,495,1,200,0,0,91
278126,2015-03-01 05:36:38,118.244.228.205,GET,/wap/read.asp,chapterId=124636&comicId=12332,58.35.69.146,Mozilla,1,31,1179,1,200,0,0,191
278138,2015-03-01 05:36:39,118.244.228.205,GET,/wap/init.asp,comicId=12332&chapterId=124636&_=1425188244291,58.35.69.146,Mozilla,1,21,1179,1,200,0,0,85
278139,2015-03-01 05:36:39,118.244.228.205,GET,/wap/lastread.asp,comicId=12332&chapterId=124636&_=1425188244292,58.35.69.146,Mozilla,1,23,1179,1,200,0,0,115
278143,2015-03-01 05:36:39,118.244.228.205,GET,/wap/load.asp,comicId=12332&chapterId=124636&imageId=0&_=1425188244293,58.35.69.146,Mozilla,1,26,1179,1,200,0,0,85
278235,2015-03-01 05:36:45,118.244.228.205,GET,/wap/prev.asp,comicId=12439&chapterId=133047&_=1425188225120,211.137.33.183,Mozilla,0,30,922,1,200,0,0,107
278299,2015-03-01 05:36:48,118.244.228.205,GET,/wap/next.asp,comicId=12450&chapterId=142856&_=1425188209451,222.94.132.163,Mozilla,0,29,998,1,200,0,0,183
278325,2015-03-01 05:36:49,118.244.228.205,GET,/wap/lastread.asp,comicId=12337&chapterId=142337&_=1425188254106,14.152.69.173,Mozilla,0,23,674,1,200,0,0,119
278512,2015-03-01 05:36:58,118.244.228.205,GET,/wap/next.asp,comicId=12337&chapterId=125676&_=1425187941395,58.60.194.39,Mozilla,0,29,1184,1,200,0,0,149
278651,2015-03-01 05:37:05,118.244.228.205,GET,/wap/next.asp,comicId=12439&chapterId=133049&_=1425188236518,115.164.94.159,Mozilla,0,29,306,1,200,0,0,304
278864,2015-03-01 05:37:16,118.244.228.205,GET,/wap/info.asp,id=12539,183.50.253.212,Mozilla,1,20,891,1,200,0,0,213
278943,2015-03-01 05:37:22,118.244.228.205,GET,/wap/read.asp,chapterId=139009&comicId=12558,183.50.253.212,Mozilla,1,31,891,1,200,0,0,183
278969,2015-03-01 05:37:23,118.244.228.205,GET,/wap/init.asp,comicId=12558&chapterId=139009&_=1425188289496,183.50.253.212,Mozilla,1,21,891,1,200,0,0,135
278970,2015-03-01 05:37:23,118.244.228.205,GET,/wap/lastread.asp,comicId=12558&chapterId=139009&_=1425188289497,183.50.253.212,Mozilla,1,23,891,1,200,0,0,173
278975,2015-03-01 05:37:24,118.244.228.205,GET,/wap/load.asp,comicId=12558&chapterId=139009&imageId=0&_=1425188289498,183.50.253.212,Mozilla,1,26,891,1,200,0,0,120
279026,2015-03-01 05:37:27,118.244.228.205,GET,/wap/prev.asp,comicId=12441&chapterId=133164&_=1425188286873,113.111.108.161,Mozilla,1,30,221,1,200,0,0,129
279069,2015-03-01 05:37:30,118.244.228.205,GET,/wap/next.asp,comicId=12332&chapterId=124636&_=1425188244303,58.35.69.146,Mozilla,1,29,1179,1,200,0,0,305
279103,2015-03-01 05:37:31,118.244.228.205,GET,/wap/next.asp,comicId=12337&chapterId=124525&_=1425188114778,171.106.197.133,Mozilla,0,29,758,1,200,0,0,113
279427,2015-03-01 05:37:57,118.244.228.205,GET,/wap/read.asp,chapterId=133726&comicId=12441,113.93.35.193,Mozilla,0,31,268,1,200,0,0,206
279599,2015-03-01 05:38:09,118.244.228.205,GET,/wap/next.asp,comicId=12337&chapterId=129089&_=1425188050358,14.152.69.243,Mozilla,0,29,714,1,200,0,0,104
279902,2015-03-01 05:38:28,118.244.228.205,GET,/wap/load.asp,comicId=12316&chapterId=142483&imageId=4&_=1425187718071,101.86.96.146,Mozilla,1,26,66,1,200,0,0,279
280070,2015-03-01 05:38:40,118.244.228.205,GET,/wap/next.asp,comicId=12428&chapterId=132689&_=1425188130650,124.112.250.54,Mozilla,0,29,551,1,200,0,0,225
280695,2015-03-01 05:39:17,118.244.228.205,GET,/wap/info.asp,id=12337,124.115.239.37,Mozilla,0,20,553,1,200,0,0,1413
280764,2015-03-01 05:39:20,118.244.228.205,GET,/wap/next.asp,comicId=12316&chapterId=142483&_=1425187718080,101.86.96.146,Mozilla,1,29,66,1,200,0,0,126
280771,2015-03-01 05:39:21,118.244.228.205,GET,/wap/init.asp,comicId=12316&chapterId=142960&_=1425187718081,101.86.96.146,Mozilla,1,21,66,1,200,0,0,177
280821,2015-03-01 05:39:23,118.244.228.205,GET,/wap/info.asp,id=12337&page=11,14.152.69.108,Mozilla,0,20,636,1,200,0,0,199
280886,2015-03-01 05:39:26,118.244.228.205,GET,/wap/info.asp,id=12337&page=10,14.152.69.144,Mozilla,0,20,658,1,200,0,0,211
280954,2015-03-01 05:39:31,118.244.228.205,GET,/wap/info.asp,id=12337&page=11,14.152.69.146,Mozilla,0,20,660,1,200,0,0,220
281017,2015-03-01 05:39:35,118.244.228.205,GET,/wap/init.asp,comicId=12337&chapterId=124511&_=1425188422741,14.152.69.113,Mozilla,0,21,641,1,200,0,0,101
281018,2015-03-01 05:39:35,118.244.228.205,GET,/wap/lastread.asp,comicId=12337&chapterId=124511&_=1425188422742,14.152.69.108,Mozilla,0,23,636,1,200,0,0,132
281648,2015-03-01 05:40:12,118.244.228.205,GET,/wap/read.asp,chapterId=132496&comicId=12337,124.115.239.37,Mozilla,0,31,553,1,200,0,0,194
281690,2015-03-01 05:40:15,118.244.228.205,GET,/wap/hot_ajax.asp,page=5,58.215.136.8,Mozilla,0,18,1155,1,200,0,0,171
281721,2015-03-01 05:40:17,118.244.228.205,GET,/wap/init.asp,comicId=12337&chapterId=132496&_=1425188473207,124.115.239.37,Mozilla,0,21,553,1,200,0,0,165
281728,2015-03-01 05:40:18,118.244.228.205,GET,/wap/lastread.asp,comicId=12337&chapterId=132496&_=1425188473208,124.115.239.37,Mozilla,0,23,553,1,200,0,0,1085
281729,2015-03-01 05:40:18,118.244.228.205,GET,/wap/load.asp,comicId=12337&chapterId=132496&imageId=0&_=1425188473209,124.115.239.37,Mozilla,0,26,553,1,200,0,0,1035
282004,2015-03-01 05:40:37,118.244.228.205,GET,/wap/hot_ajax.asp,page=6,58.215.136.29,Mozilla,0,18,1142,1,200,0,0,188
282045,2015-03-01 05:40:40,118.244.228.205,GET,/wap/prev.asp,comicId=12316&chapterId=130741&_=1425188461435,114.81.254.174,Mozilla,1,30,289,1,200,0,0,210
282139,2015-03-01 05:40:44,118.244.228.205,GET,/wap/hot_ajax.asp,page=7,58.215.136.30,Mozilla,0,18,1144,1,200,0,0,219
282153,2015-03-01 05:40:45,118.244.228.205,GET,/wap/read.asp,chapterId=140137&comicId=12327,101.226.167.253,Mozilla,2,31,24,0,200,0,0,482
282269,2015-03-01 05:40:54,118.244.228.205,GET,/wap/prev.asp,comicId=12411&chapterId=132155&_=1425188492730,111.30.132.146,Mozilla,0,30,157,1,200,0,64,90
282308,2015-03-01 05:40:56,118.244.228.205,GET,/wap/hot_ajax.asp,page=9,58.215.136.5,Mozilla,0,18,1146,1,200,0,0,206
282421,2015-03-01 05:41:03,118.244.228.205,GET,/wap/load.asp,comicid=12441&chapterid=133164&imageid=30&_=1425187031980,221.180.160.26,Mozilla,2,26,970,0,200,0,0,72
282449,2015-03-01 05:41:05,118.244.228.205,GET,/wap/init.asp,comicId=12388&chapterId=142888&_=1425188519773,58.215.136.17,Mozilla,0,21,1107,1,200,0,0,180
282450,2015-03-01 05:41:05,118.244.228.205,GET,/wap/lastread.asp,comicId=12388&chapterId=142888&_=1425188519774,58.215.136.30,Mozilla,0,23,1144,1,200,0,0,175
282613,2015-03-01 05:41:18,118.244.228.205,GET,/wap/info.asp,id=12566,101.14.69.79,Mozilla,0,20,15,1,200,0,0,529
282712,2015-03-01 05:41:22,118.244.228.205,GET,/wap/read.asp,chapterId=139165&comicId=12566,101.14.69.79,Mozilla,0,31,15,1,200,0,0,374
282766,2015-03-01 05:41:26,118.244.228.205,GET,/wap/init.asp,comicId=12566&chapterId=139165&_=1425188536425,101.14.69.79,Mozilla,0,21,15,1,200,0,0,311
282768,2015-03-01 05:41:26,118.244.228.205,GET,/wap/lastread.asp,comicId=12566&chapterId=139165&_=1425188536426,101.14.69.79,Mozilla,0,23,15,1,200,0,0,292
282778,2015-03-01 05:41:27,118.244.228.205,GET,/wap/load.asp,comicId=12566&chapterId=139165&imageId=0&_=1425188536427,101.14.69.79,Mozilla,0,26,15,1,200,0,0,297
283076,2015-03-01 05:41:50,118.244.228.205,GET,/wap/next.asp,comicId=12441&chapterId=133757&_=1425188370418,112.97.39.16,Mozilla,1,29,210,1,200,0,0,337
283488,2015-03-01 05:42:19,118.244.228.205,GET,/wap/next.asp,comicId=12566&chapterId=139165&_=1425188536428,101.14.69.79,Mozilla,0,29,15,1,200,0,0,301
283665,2015-03-01 05:42:30,118.244.228.205,GET,/wap/init.asp,comicId=12441&chapterId=133726&_=1425188598762,113.93.35.193,Mozilla,0,21,268,1,200,0,0,402
283666,2015-03-01 05:42:30,118.244.228.205,GET,/wap/lastread.asp,comicId=12441&chapterId=133726&_=1425188598763,113.93.35.193,Mozilla,0,23,268,1,200,0,0,426
283670,2015-03-01 05:42:31,118.244.228.205,GET,/wap/load.asp,comicId=12441&chapterId=133726&imageId=0&_=1425188598764,113.93.35.193,Mozilla,0,26,268,1,200,0,0,205
283743,2015-03-01 05:42:34,118.244.228.205,GET,/wap/next.asp,comicId=12629&chapterId=141692&_=1425187465388,117.136.11.165,Mozilla,1,29,345,1,200,0,0,840
283983,2015-03-01 05:42:49,118.244.228.205,GET,/wap/info.asp,id=12397,101.226.103.60,Mozilla,2,20,18,0,200,0,0,160
284520,2015-03-01 05:43:28,118.244.228.205,GET,/wap/hot_ajax.asp,page=10,58.215.136.15,Mozilla,0,18,1105,1,200,0,0,166
284547,2015-03-01 05:43:30,118.244.228.205,GET,/wap/info.asp,id=12450,110.7.28.99,Mozilla,0,20,121,1,200,0,0,201
284593,2015-03-01 05:43:35,118.244.228.205,GET,/wap/hot_ajax.asp,page=11,58.215.136.22,Mozilla,0,18,1113,1,200,0,0,178
284668,2015-03-01 05:43:40,118.244.228.205,GET,/wap/info.asp,id=12378,58.215.136.18,Mozilla,0,20,1108,1,200,0,0,196
284684,2015-03-01 05:43:41,118.244.228.205,GET,/wap/load.asp,comicId=12337&chapterId=128627&imageId=1&_=1425144570196,60.223.149.188,Mozilla,1,26,1205,1,200,0,0,546
284693,2015-03-01 05:43:42,118.244.228.205,GET,/wap/read.asp,chapterId=138990&comicId=12450,110.7.28.99,Mozilla,0,31,121,1,200,0,0,174
284730,2015-03-01 05:43:45,118.244.228.205,GET,/wap/init.asp,comicId=12450&chapterId=138990&_=1425188678574,110.7.28.99,Mozilla,0,21,121,1,200,0,0,181
284731,2015-03-01 05:43:45,118.244.228.205,GET,/wap/lastread.asp,comicId=12450&chapterId=138990&_=1425188678575,110.7.28.99,Mozilla,0,23,121,1,200,0,0,164
284733,2015-03-01 05:43:45,118.244.228.205,GET,/wap/load.asp,comicId=12450&chapterId=138990&imageId=0&_=1425188678576,110.7.28.99,Mozilla,0,26,121,1,200,0,0,111
284745,2015-03-01 05:43:45,118.244.228.205,GET,/wap/info.asp,id=12337,60.223.149.188,Mozilla,1,20,1205,1,200,0,0,532
284747,2015-03-01 05:43:46,118.244.228.205,GET,/wap/read.asp,chapterId=128947&comicId=12378,58.215.136.24,Mozilla,0,31,1122,1,200,0,0,286
284766,2015-03-01 05:43:47,118.244.228.205,GET,/wap/init.asp,comicId=12378&chapterId=128947&_=1425188686126,58.215.136.10,Mozilla,0,21,1094,1,200,0,0,175
284767,2015-03-01 05:43:47,118.244.228.205,GET,/wap/lastread.asp,comicId=12378&chapterId=128947&_=1425188686127,58.215.136.12,Mozilla,0,23,1098,1,200,0,0,229
284895,2015-03-01 05:43:55,118.244.228.205,GET,/wap/info.asp,id=12511,117.136.1.242,Mozilla,0,20,344,1,200,0,0,412
285186,2015-03-01 05:44:16,118.244.228.205,GET,/wap/read.asp,chapterId=137000&comicId=12511,117.136.1.242,Mozilla,0,31,344,1,200,0,0,310
285223,2015-03-01 05:44:18,118.244.228.205,GET,/wap/next.asp,comicId=12378&chapterId=128947&_=1425188686134,58.215.136.6,Mozilla,0,29,1148,1,200,0,0,174
285228,2015-03-01 05:44:18,118.244.228.205,GET,/wap/init.asp,comicId=12511&chapterId=137000&_=1425188986791,117.136.1.242,Mozilla,0,21,344,1,200,0,0,132
285231,2015-03-01 05:44:18,118.244.228.205,GET,/wap/lastread.asp,comicId=12511&chapterId=137000&_=1425188986792,117.136.1.242,Mozilla,0,23,344,1,200,0,0,213
285236,2015-03-01 05:44:19,118.244.228.205,GET,/wap/init.asp,comicId=12378&chapterId=128948&_=1425188686136,58.215.136.16,Mozilla,0,21,1106,1,200,0,0,125
285244,2015-03-01 05:44:19,118.244.228.205,GET,/wap/load.asp,comicId=12511&chapterId=137000&imageId=1&_=1425188986794,117.136.1.242,Mozilla,0,26,344,1,200,0,0,138
285247,2015-03-01 05:44:19,118.244.228.205,GET,/wap/read.asp,chapterId=142549&comicId=12337,60.223.149.188,Mozilla,1,31,1205,1,200,0,0,1014
285254,2015-03-01 05:44:19,118.244.228.205,GET,/wap/init.asp,comicId=12337&chapterId=142549&_=1425188718423,60.223.149.188,Mozilla,1,21,1205,1,200,0,0,299
285271,2015-03-01 05:44:20,118.244.228.205,GET,/wap/lastread.asp,comicId=12337&chapterId=142549&_=1425188718424,60.223.149.188,Mozilla,1,23,1205,1,200,0,0,796
285291,2015-03-01 05:44:20,118.244.228.205,GET,/wap/next.asp,comicId=12450&chapterId=138990&_=1425188678580,110.7.28.99,Mozilla,0,29,121,1,200,0,0,103
285424,2015-03-01 05:44:30,118.244.228.205,GET,/wap/info.asp,id=12535,182.131.10.30,Mozilla,0,20,855,1,200,0,64,131
285511,2015-03-01 05:44:33,118.244.228.205,GET,/wap/read.asp,chapterId=138410&comicId=12535,182.131.10.30,Mozilla,0,31,855,1,200,0,64,194
285540,2015-03-01 05:44:35,118.244.228.205,GET,/wap/load.asp,comicId=12535&chapterId=138410&imageId=1&_=1425188730836,182.131.10.30,Mozilla,0,26,855,1,200,0,64,99
285794,2015-03-01 05:44:54,118.244.228.205,GET,/wap/info.asp,id=12303,42.185.55.37,Mozilla,1,20,1065,1,200,0,0,157
285837,2015-03-01 05:44:58,118.244.228.205,GET,/wap/read.asp,chapterid=133164&comicid=12441,221.180.160.25,Mozilla,2,31,969,0,200,0,0,191
285848,2015-03-01 05:44:59,118.244.228.205,GET,/wap/read.asp,chapterId=126775&comicId=12303,42.185.55.37,Mozilla,1,31,1065,1,200,0,0,231
285867,2015-03-01 05:45:01,118.244.228.205,GET,/wap/lastread.asp,comicId=12303&chapterId=126775&_=1425188758679,42.185.55.37,Mozilla,1,23,1065,1,200,0,0,94
285868,2015-03-01 05:45:01,118.244.228.205,GET,/wap/init.asp,comicId=12303&chapterId=126775&_=1425188758678,42.185.55.37,Mozilla,1,21,1065,1,200,0,0,101
285869,2015-03-01 05:45:01,118.244.228.205,GET,/wap/load.asp,comicId=12303&chapterId=126775&imageId=0&_=1425188758680,42.185.55.37,Mozilla,1,26,1065,1,200,0,0,93
285908,2015-03-01 05:45:03,118.244.228.205,GET,/wap/is.asp,-,123.150.214.18,Mozilla,1,22,515,1,200,0,0,125
286013,2015-03-01 05:45:10,118.244.228.205,GET,/wap/next.asp,comicId=12558&chapterId=139032&_=1425188723178,183.50.253.212,Mozilla,1,29,891,1,200,0,0,301
286199,2015-03-01 05:45:22,118.244.228.205,GET,/wap/next.asp,comicId=12535&chapterId=138410&_=1425188730838,182.131.10.30,Mozilla,0,29,855,1,200,0,64,110
286203,2015-03-01 05:45:22,118.244.228.205,GET,/wap/next.asp,comicId=12378&chapterId=128948&_=1425188686159,58.215.136.4,Mozilla,0,29,1145,1,200,0,0,110
286689,2015-03-01 05:45:54,118.244.228.205,GET,/wap/next.asp,comicId=12441&chapterId=133726&_=1425188598802,113.93.35.193,Mozilla,0,29,268,1,200,0,0,113
286736,2015-03-01 05:45:57,118.244.228.205,GET,/wap/load.asp,comicId=12376&chapterId=128517&imageId=1&_=1425185312554,222.42.24.51,Mozilla,0,26,990,1,200,0,0,109
286974,2015-03-01 05:46:14,118.244.228.205,GET,/wap/list.asp,-,125.39.210.27,Mozilla,0,24,576,1,200,0,0,55
286993,2015-03-01 05:46:14,118.244.228.205,GET,/wap/list_ajax.asp,page=1,125.39.210.27,Mozilla,0,25,576,1,200,0,0,76
287304,2015-03-01 05:46:34,118.244.228.205,GET,/wap/is.asp,-,171.118.220.137,Mozilla,1,22,760,1,200,0,0,72
287390,2015-03-01 05:46:39,118.244.228.205,GET,/wap/info.asp,id=12610,123.151.64.143,Mozilla,0,20,532,1,200,0,64,125
287517,2015-03-01 05:46:48,118.244.228.205,GET,/wap/search.asp,keyword=%E4%B8%80%E6%9D%A1%E7%8B%97,171.118.220.137,Mozilla,1,35,760,1,200,0,0,159
287553,2015-03-01 05:46:49,118.244.228.205,GET,/wap/info.asp,id=12535,171.118.220.137,Mozilla,1,20,760,1,200,0,0,107
287598,2015-03-01 05:46:52,118.244.228.205,GET,/wap/read.asp,chapterId=138410&comicId=12535,171.118.220.137,Mozilla,1,31,760,1,200,0,0,177
287616,2015-03-01 05:46:53,118.244.228.205,GET,/wap/init.asp,comicId=12535&chapterId=138410&_=1425188876400,171.118.220.137,Mozilla,1,21,760,1,200,0,0,172
287621,2015-03-01 05:46:53,118.244.228.205,GET,/wap/load.asp,comicId=12535&chapterId=138410&imageId=0&_=1425188876402,171.118.220.137,Mozilla,1,26,760,1,200,0,0,85
287626,2015-03-01 05:46:54,118.244.228.205,GET,/wap/lastread.asp,comicId=12535&chapterId=138410&_=1425188876401,171.118.220.137,Mozilla,1,23,760,1,200,0,0,301
288147,2015-03-01 05:47:28,118.244.228.205,GET,/wap/load.asp,comicId=12626&chapterId=141536&imageId=8&_=1425188873831,112.251.75.156,Mozilla,0,26,178,1,200,0,0,415
288618,2015-03-01 05:47:51,118.244.228.205,GET,/wap/list.asp,-,120.204.200.42,Mozilla,0,24,460,1,200,0,0,106
288645,2015-03-01 05:47:53,118.244.228.205,GET,/wap/list_ajax.asp,page=1,120.204.200.42,Mozilla,0,25,460,1,200,0,0,145
288831,2015-03-01 05:48:02,118.244.228.205,GET,/wap/index.asp,-,120.204.200.42,Mozilla,0,19,460,1,200,0,64,188
288883,2015-03-01 05:48:04,118.244.228.205,GET,/wap/prev.asp,comicId=12397&chapterId=143162&_=1425188885286,111.30.132.195,Mozilla,0,30,163,1,200,0,64,84
